Algorithm,Time
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L0_drop0.3_S2,1270.9587
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L1_drop0.3_S3,1305.3262
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L1_drop0.3_S2,1339.5429
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S3,1444.7059
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S2,1616.4323
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L1_drop0.3_S3,1329.6604
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,1470.6240
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,1472.6044
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,1557.1834
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S2,1509.9630
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L0_drop0.3_S2,1235.6780
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S1,1436.3890
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S2,1318.5746
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S3,1318.7431
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S1,1617.4347
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S1,1665.2849
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S2,1723.5446
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S3,1655.3364
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S2,1448.5955
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S1,1380.6047
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S2,1383.1736
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S3,1519.6044
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S3,1716.7042
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S3,2107.5084
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S1,1091.4368
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S1,2221.0741
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S1,1901.4586
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S1,1470.5828
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S2,2169.7970
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S3,1961.9207
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S2,1998.4042
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S1,1565.0345
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S1,2392.5461
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S2,2138.8918
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S3,2162.3429
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S3,2000.3370
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.0_S1,1455.0147
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S1,2782.4858
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S3,2178.9323
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.0_S2,1621.1045
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S1,1315.3302
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.2_S1,1075.7118
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S2,1461.8710
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.2_S2,1468.3812
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S2,1411.5777
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.5_S2,433.6963
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.2_S3,1468.0730
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.4_S2,1078.1280
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.0_S3,1311.8448
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S2,2932.1429
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.4_S3,1654.1607
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.4_S1,381.6590
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S3,1461.8483
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.5_S3,1479.8820
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.5_S1,1644.3676
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S3,2247.3565
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_SymBA+HY_10_Dir_12_L2_drop0.1_S2,1745.5662
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_SymBA+HY_10_Dir_12_L2_drop0.1_S3,1137.8150
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_SymBA+HY_10_Dir_12_L2_drop0.1_S1,1745.4102
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_mNN_12_L2_drop0.3_S2,1175.2830
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_mNN_12_L2_drop0.3_S1,1201.0675
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_SymBA+HY_10_Dir_12_L2_drop0.3_S2,1117.8339
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_mNN_12_L2_drop0.3_S3,1291.3122
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_SymBA+HY_10_Dir_12_L2_drop0.3_S1,1495.6989
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_SymBA+HY_10_Dir_12_L2_drop0.3_S3,1638.8995
baseline_degree_mix_mass_1_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S1,1165.9984
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S2,1456.0468
baseline_degree_mix_mass_2_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S2,1474.9588
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S1,1459.0291
baseline_degree_mix_mass_2_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S3,1469.1435
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S3,1488.1499
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S2,1490.7881
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S3,1496.3024
baseline_degree_mix_mass_2_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S1,1657.7371
baseline_degree_mix_mass_1_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S2,1434.5923
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S2,1321.9890
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S1,394.0538
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S3,388.4717
baseline_degree_mix_mass_1_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,1050.9093
baseline_degree_mix_mass_1_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S3,1308.0740
baseline_degree_mix_mass_2_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,1472.0881
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,1482.1313
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,1501.4203
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,1482.5530
baseline_degree_mix_mass_2_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,1638.2548
baseline_degree_mix_mass_2_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,1649.7432
baseline_degree_mix_mass_1_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,1305.2626
baseline_degree_mix_mass_1_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,1457.2364
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S1,1560.6532
baseline_degree_mix_mass_5_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,1177.1531
baseline_degree_mix_independent_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,1329.1833
baseline_degree_mix_independent_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,1326.9041
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,1476.5592
baseline_degree_mix_mass_12_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,1484.4834
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,1482.2756
baseline_degree_mix_mass_12_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,1504.9365
baseline_degree_mix_mass_12_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,1540.0947
baseline_degree_mix_independent_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,1478.4854
baseline_degree_mix_mass_5_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,1660.3595
baseline_random_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,1618.8444
baseline_degree_mix_mass_5_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,1479.2174
baseline_random_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,1705.4191
baseline_degree_mix_mass_3_HY_10_Sym_12_L2_drop0.3_S2,670.1672
baseline_random_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,1487.8824
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,1176.0751
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.2_S3,1446.7624
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S1,1472.5154
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.2_S2,1454.2901
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S3,1484.9700
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.5_S2,1322.3193
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.2_S1,1500.0743
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.5_S1,1333.4264
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.4_S1,1497.8827
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.4_S2,1480.3587
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.0_S3,1637.6914
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.4_S3,1495.5897
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.0_S2,1315.5549
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.5_S3,1348.7896
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.0_S1,1459.6938
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S2,1540.3043
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2_fusioncat_mlp,1067.4741
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3_fusioncat_mlp,1332.8441
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1_fusionadd,1478.9408
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3_unshared,1483.1643
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1_unshared,1532.4328
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3_fusionadd,1505.4424
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1_fusioncat_mlp,1493.5067
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2_unshared,1664.6956
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L0_drop0.3_S3,1109.9069
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L0_drop0.3_S2,1174.1034
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L0_drop0.3_S1,1209.2840
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L0_drop0.3_S2,1037.6429
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L0_drop0.3_S1,1324.1451
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L0_drop0.3_S3,937.8250
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L0_drop0.3_S2,1188.6466
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L0_drop0.3_S1,1255.6465
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L0_drop0.3_S3,1259.8134
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L0_drop0.3_S1,1331.0520
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L0_drop0.3_S2,1313.8976
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L0_drop0.3_S3,1398.7816
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L1_drop0.3_S1,1352.3248
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L1_drop0.3_S2,1187.1198
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L1_drop0.3_S3,987.7280
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L1_drop0.3_S3,1303.6097
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L1_drop0.3_S1,1124.9540
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L1_drop0.3_S2,1253.4636
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L1_drop0.3_S1,1412.2538
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L1_drop0.3_S2,1268.4863
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L1_drop0.3_S3,1367.9511
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S1,1098.8426
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L1_drop0.3_S1,1471.4662
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L1_drop0.3_S2,1470.4833
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S3,1262.0479
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L1_drop0.3_S3,1475.8052
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S2,1470.2412
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S1,1629.0054
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S3,1195.7588
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S2,1480.0727
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S1,1451.0005
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S2,1860.2398
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S2,1190.5279
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S3,1437.5197
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S1,1679.0999
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S2,1417.6358
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S3,1688.2651
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S1,1797.7711
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S3,1731.0382
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S1,1861.8807
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S1,1633.2006
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S3,1784.0057
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S2,2108.3795
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S2,1706.9145
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S1,1317.5080
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S2,1577.3942
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S3,1920.7270
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S3,2615.0709
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S1,2141.3700
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S3,1486.4585
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S2,1693.2895
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S3,1560.8453
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S2,1988.1585
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S1,2083.9085
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S3,2019.6517
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S2,3418.8166
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S1,2845.4475
baseline_degree_mix_mass_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2_fusionadd,1489.9124
baseline_degree_mix_independent_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,1534.3550
baseline_random_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,1608.2771
baseline_degree_mix_independent_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,1678.2151
baseline_degree_mix_independent_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,1482.6402
baseline_random_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,1782.4472
baseline_random_6_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,1577.0828
