Algorithm,amazon,cit-Patents,com-lj,com-youtube,dblp,p2p-Gnutella31,email-EuAll,soc-Epinions1,soc-LiveJournal1,soc-Pokec,soc-Slashdot0902,web-Google,wiki-Talk,wiki-topcats
Original_Murata_SF_S3,0.666747,0.913231,1.374435,0.651187,0.662001,0.643648,0.625417,0.636800,2.326562,1.395273,0.671558,0.702031,0.610301,1.323883
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L0_drop0.3_S1,0.275562,0.809643,1.491499,0.116525,0.392142,0.007010,0.009660,0.010456,1.461820,0.628549,0.016618,0.082297,0.109129,0.596414
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L0_drop0.3_S1,0.356992,1.042620,2.070237,0.165814,0.554665,0.009122,0.012744,0.014809,2.088260,0.903634,0.023823,0.117653,0.156878,0.843132
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L0_drop0.3_S3,0.266621,0.735711,1.455861,0.110962,0.381004,0.006665,0.008412,0.009989,1.425020,0.638959,0.016243,0.078451,0.108663,0.576520
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L0_drop0.3_S2,0.374706,1.150644,2.248158,0.162242,0.552392,0.009012,0.011910,0.013758,2.109434,0.925214,0.022788,0.115974,0.154537,0.833875
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L0_drop0.3_S3,0.176301,0.502930,1.012306,0.096824,0.259286,0.004813,0.007418,0.007484,1.045890,0.452581,0.012043,0.067868,0.071517,0.414045
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L0_drop0.3_S3,0.371664,1.146474,2.250541,0.161365,0.542283,0.008960,0.011845,0.013669,2.097555,0.914329,0.022763,0.115421,0.147312,0.833471
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L0_drop0.3_S1,0.273154,0.810177,1.490739,0.120180,0.406998,0.007675,0.011107,0.010820,1.614647,0.631518,0.017004,0.085698,0.122971,0.593517
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L0_drop0.3_S2,0.275877,0.813563,1.498884,0.121540,0.423281,0.007225,0.010758,0.010780,1.630954,0.646132,0.017128,0.086549,0.137421,0.587389
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L0_drop0.3_S3,0.212059,0.581583,1.155450,0.120387,0.325226,0.005375,0.011151,0.008642,1.129676,0.492974,0.013843,0.085059,0.100706,0.481801
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L1_drop0.3_S1,0.368354,1.132477,2.020444,0.160451,0.542656,0.009653,0.013758,0.014107,1.995894,0.909268,0.022581,0.121731,0.163357,0.782626
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L1_drop0.3_S1,0.249151,0.714474,1.397428,0.136705,0.381554,0.006601,0.011520,0.010354,1.372349,0.622712,0.016447,0.097806,0.115948,0.573846
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L1_drop0.3_S2,0.525017,1.497193,2.846928,0.240151,0.814844,0.013276,0.021080,0.020648,2.907420,1.288685,0.032956,0.178116,0.257935,1.160868
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L1_drop0.3_S3,0.407852,1.267398,2.147288,0.175029,0.635389,0.010137,0.016703,0.015097,2.122282,0.978776,0.023566,0.137358,0.204222,0.813062
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L1_drop0.3_S1,0.451500,1.333764,2.209224,0.188571,0.700300,0.010883,0.019435,0.015945,2.415441,1.036961,0.024682,0.152129,0.241081,0.841687
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L1_drop0.3_S2,0.449562,1.332556,2.201461,0.187567,0.678013,0.010796,0.019243,0.015689,2.413189,1.018702,0.024444,0.150886,0.220374,0.852383
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L1_drop0.3_S3,0.286197,0.800450,1.563935,0.157568,0.437284,0.006812,0.013696,0.011104,1.531838,0.668292,0.018228,0.112494,0.133933,0.644727
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L0_drop0.3_S1,0.460215,1.224885,2.355352,0.270673,0.687304,0.009979,0.018276,0.015911,2.432596,1.038109,0.025936,0.205329,0.242874,1.002573
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L1_drop0.3_S1,0.632736,1.770864,2.674099,0.258328,1.024216,0.014682,0.032072,0.019592,2.968331,1.279449,0.029356,0.218197,0.368389,0.999737
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L1_drop0.3_S2,0.628265,1.715200,2.662510,0.256331,1.007547,0.014463,0.031641,0.019387,2.949821,1.274902,0.028961,0.235761,0.366660,0.969917
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L0_drop0.3_S2,0.327946,0.896570,1.733763,0.142062,0.504458,0.008350,0.015821,0.012163,1.685246,0.676117,0.018593,0.102818,0.202146,0.618232
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L1_drop0.3_S3,0.306335,0.835850,1.547482,0.200628,0.483009,0.009073,0.022396,0.013761,1.713835,0.688821,0.020746,0.146401,0.174125,0.680957
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L1_drop0.3_S2,0.412197,1.271687,2.161958,0.176333,0.634868,0.010203,0.016933,0.015155,2.139197,0.977654,0.023738,0.138427,0.208260,0.819023
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S3,0.485741,1.489581,2.563368,0.209738,0.741238,0.012310,0.019239,0.018172,2.563667,1.189028,0.028818,0.165070,0.238412,0.996555
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S2,0.697718,1.966250,3.628581,0.316905,1.078635,0.017092,0.029679,0.026553,3.733290,1.669886,0.042236,0.239792,0.352299,1.480559
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L1_drop0.3_S3,0.368849,1.134709,2.011744,0.160052,0.541134,0.010100,0.014096,0.014277,1.998041,0.895828,0.022448,0.121162,0.156013,0.788196
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,0.563459,1.747291,2.842826,0.237435,0.845538,0.013587,0.024464,0.019884,2.834313,1.324394,0.031017,0.195566,0.301194,1.062607
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,0.559405,1.659455,2.818742,0.235909,0.865795,0.013358,0.024212,0.019683,2.815011,1.306066,0.030928,0.211826,0.278988,1.056749
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,0.779529,2.132439,4.044109,0.407871,1.170406,0.015928,0.028138,0.025940,3.974572,1.767993,0.042722,0.313748,0.398442,1.651623
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S2,0.627437,1.855497,3.041208,0.257572,0.970899,0.014807,0.028584,0.021037,3.010051,1.424086,0.032383,0.218562,0.353735,1.096106
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L0_drop0.3_S2,0.266062,0.779030,1.466557,0.112086,0.386352,0.006792,0.008556,0.010130,1.439271,0.633420,0.016421,0.079087,0.109009,0.573025
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S1,0.428473,1.144848,2.063905,0.273312,0.682927,0.012854,0.034467,0.019182,2.247719,0.933553,0.028597,0.201852,0.266431,0.906859
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S2,0.504240,1.311494,2.299777,0.294096,0.807713,0.013408,0.036005,0.019940,2.293278,1.012496,0.029916,0.220468,0.303946,0.980476
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S3,0.499799,1.309133,2.306669,0.295601,0.811152,0.013614,0.036502,0.020232,2.303747,1.016082,0.030247,0.222083,0.302879,0.987074
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S1,0.696321,1.964283,3.629196,0.316559,1.086355,0.017096,0.029670,0.026529,3.736524,1.664638,0.042304,0.240159,0.343242,1.480442
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S1,0.733452,2.231618,3.716443,0.312202,1.112735,0.018049,0.030665,0.026658,3.741853,1.762042,0.041975,0.255216,0.375811,1.441168
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S2,1.024324,2.852987,5.578402,0.534233,1.539696,0.020622,0.034360,0.034625,5.436338,2.391296,0.058269,0.388808,0.476817,2.266609
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S3,0.724848,2.217832,3.686343,0.309584,1.103132,0.017900,0.030358,0.026292,3.706397,1.732806,0.041450,0.252751,0.342151,1.434166
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S2,0.487660,1.377825,2.667278,0.258644,0.745007,0.012390,0.025831,0.019591,2.539553,1.153148,0.030805,0.202828,0.251031,1.059245
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S1,0.577033,1.570458,2.933681,0.325144,0.909112,0.014617,0.034398,0.022570,2.882362,1.272666,0.034821,0.234599,0.310965,1.219740
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S2,0.576721,1.575820,2.933744,0.326286,0.911344,0.014093,0.034148,0.022318,2.889691,1.270401,0.035169,0.233617,0.310990,1.229940
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S3,0.649128,1.853961,3.060519,0.256162,0.953368,0.014622,0.028368,0.020917,3.013764,1.408602,0.032156,0.217715,0.322393,1.104568
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S3,0.861325,2.567973,4.157006,0.356840,1.298710,0.020110,0.039285,0.029231,4.181100,2.003787,0.045001,0.307153,0.467121,1.535495
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S3,1.393357,4.011092,6.171757,0.595759,2.216019,0.033440,0.072682,0.048137,7.298550,2.939475,0.072981,0.505452,0.828616,2.387133
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S1,0.384108,1.055887,2.019291,0.215759,0.598507,0.009212,0.020474,0.014796,1.984240,0.867525,0.023761,0.155065,0.193616,0.838599
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S1,1.575277,4.320042,5.970026,0.618978,2.508823,0.034549,0.084407,0.042826,6.612984,3.141165,0.062420,0.596434,0.961160,2.065086
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S1,0.973678,2.834096,4.826439,0.412739,1.475142,0.023846,0.041985,0.034997,4.882839,2.299626,0.054502,0.342312,0.469664,1.885249
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S1,0.487634,1.364836,2.668677,0.254325,0.744611,0.012386,0.025854,0.019794,2.540867,1.133988,0.030877,0.190807,0.257699,1.061855
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S2,1.567523,4.289038,5.933411,0.613675,2.470824,0.033975,0.083193,0.042229,6.541104,3.117005,0.061794,0.569639,0.952564,2.057455
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S3,1.163306,3.475110,5.612078,0.478265,1.786497,0.027162,0.054378,0.038654,5.543335,2.683991,0.059031,0.441445,0.603553,2.015606
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S2,1.162599,3.463542,5.616757,0.478631,1.776636,0.026793,0.054380,0.038612,5.543551,2.667726,0.059232,0.420573,0.605286,2.030496
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S1,0.777062,2.086457,3.833826,0.430961,1.227498,0.018531,0.047265,0.029434,3.786920,1.670374,0.046047,0.314338,0.427171,1.599593
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S1,1.633082,4.572601,7.518792,0.717076,2.582619,0.039625,0.083776,0.057948,8.072062,3.597342,0.088650,0.593996,0.927848,2.968034
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S2,1.354872,3.849670,5.972116,0.538122,2.109702,0.030765,0.065842,0.042336,6.126913,2.999358,0.063868,0.515619,0.739716,2.141118
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S3,1.364233,3.970874,5.942136,0.533205,2.065892,0.029978,0.064846,0.041778,6.083886,2.975206,0.063154,0.509226,0.731301,2.119357
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S3,1.093359,2.773053,4.622745,0.625564,1.788723,0.030154,0.087975,0.043549,4.673561,2.060910,0.063231,0.490133,0.718347,1.993171
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.0_S1,0.559494,1.672787,2.818119,0.235089,0.860063,0.013279,0.024060,0.019672,2.813832,1.324087,0.030745,0.212537,0.278030,1.056925
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S1,2.211125,6.214603,8.264829,0.861897,3.518808,0.047730,0.119679,0.058365,9.036968,4.387351,0.084380,0.836753,1.359929,2.787500
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S3,1.566151,4.306768,5.945671,0.615170,2.503445,0.034082,0.083496,0.042343,6.538760,3.132380,0.061956,0.593239,0.955857,2.052499
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.0_S2,0.791139,2.244605,3.912330,0.354065,1.249046,0.019423,0.037205,0.029163,4.101624,1.810940,0.045592,0.275814,0.433970,1.557658
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S1,0.327842,0.936160,1.791325,0.182848,0.506873,0.008475,0.016040,0.013353,1.757600,0.791001,0.021214,0.132854,0.163228,0.733476
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.2_S1,0.361234,1.022579,1.979625,0.190116,0.566081,0.008127,0.016419,0.013604,1.937509,0.853098,0.022443,0.140536,0.174596,0.806146
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S2,0.563555,1.745408,2.837549,0.237296,0.863943,0.013634,0.024499,0.019892,2.830170,1.343012,0.031022,0.195374,0.299625,1.062478
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.2_S2,0.558981,1.732511,2.810813,0.234756,0.837204,0.013389,0.024097,0.019594,2.803425,1.319325,0.030608,0.193465,0.296807,1.052068
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S2,0.636270,1.813039,3.532498,0.324192,0.981972,0.014162,0.026608,0.023464,3.446908,1.502216,0.039244,0.244062,0.296397,1.429544
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.5_S2,0.175519,0.495203,1.018496,0.075307,0.277121,0.004253,0.006901,0.005193,0.981296,0.417489,0.006270,0.042057,0.074658,0.401553
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.2_S3,0.559365,1.730325,2.815332,0.236068,0.857091,0.013525,0.024366,0.019732,2.810890,1.322047,0.030780,0.194558,0.298054,1.055577
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.4_S2,0.362746,1.026711,1.986415,0.193317,0.563314,0.008148,0.016362,0.013652,1.937504,0.851035,0.022449,0.140613,0.173174,0.804013
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.0_S3,0.334555,0.944302,1.796033,0.174074,0.508246,0.008645,0.016037,0.013607,1.765309,0.795926,0.021228,0.132379,0.163206,0.746817
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S2,2.233725,6.359850,8.223178,0.854060,3.466787,0.047171,0.118088,0.057787,8.989279,4.361321,0.083746,0.827499,1.345063,2.768629
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.4_S3,0.791256,2.248211,3.916300,0.353731,1.240281,0.019445,0.037190,0.029247,4.101237,1.807271,0.045558,0.275614,0.434317,1.557038
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.4_S1,0.175743,0.495377,1.020119,0.075456,0.277103,0.004198,0.006933,0.004834,0.981565,0.417541,0.006286,0.041833,0.074774,0.401766
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S3,0.563364,1.743122,2.837178,0.237415,0.870552,0.013666,0.024543,0.019891,2.829770,1.336571,0.030996,0.195554,0.297112,1.063435
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.5_S3,0.558151,1.731050,2.821054,0.235657,0.852582,0.014302,0.024803,0.020047,2.807940,1.316817,0.030886,0.194330,0.296888,1.054080
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.5_S1,0.792030,2.239359,3.911471,0.353245,1.246357,0.019523,0.037228,0.029284,4.101585,1.817172,0.045594,0.275333,0.430804,1.556488
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S3,1.383134,3.829490,6.752214,0.622593,2.169616,0.033569,0.064974,0.051175,7.041440,3.189239,0.079893,0.502840,0.730901,2.757824
SILVAN_eps0.01_delta0.1_S1,29.292701,52.690970,91.796135,16.376808,52.823694,0.518451,1.742154,0.986995,173.087112,83.478493,1.681694,16.155242,30.794374,62.027641
SILVAN_eps0.01_delta0.05_S1,34.860378,55.390767,91.207943,15.542595,54.336874,0.458957,1.870412,0.958988,165.994056,82.872285,2.129397,16.761005,30.012266,60.137925
SILVAN_eps0.0005_delta0.05_S1,90.034595,-,-,-,-,-,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S1,-,83.561371,-,-,-,-,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S1,-,-,342.423910,-,-,-,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S1,-,-,-,265.094049,-,-,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S1,-,-,-,-,85.409861,-,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S1,-,-,-,-,-,5.222259,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S1,-,-,-,-,-,-,2.612066,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S1,-,-,-,-,-,-,-,7.394089,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S1,-,-,-,-,-,-,-,-,275.474122,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S1,-,-,-,-,-,-,-,-,-,250.526988,-,-,-,-
SILVAN_eps0.0005_delta0.05_S1,-,-,-,-,-,-,-,-,-,-,32.103863,-,-,-
SILVAN_eps0.0005_delta0.05_S1,-,-,-,-,-,-,-,-,-,-,-,100.191122,-,-
SILVAN_eps0.0005_delta0.05_S1,-,-,-,-,-,-,-,-,-,-,-,-,32.360083,-
SILVAN_eps0.0005_delta0.05_S1,-,-,-,-,-,-,-,-,-,-,-,-,-,258.185684
SILVAN_eps0.01_delta0.1_S2,32.359848,57.926177,92.154257,15.543505,60.049630,0.653031,2.817573,1.139213,169.532268,82.792265,1.821431,16.408069,32.704035,61.899095
SILVAN_eps0.01_delta0.05_S2,33.036650,57.101650,90.914886,15.707613,56.576257,0.659176,2.625918,1.000872,164.293992,83.130586,1.684458,17.344475,30.321585,62.872474
SILVAN_eps0.0005_delta0.05_S2,88.852187,-,-,-,-,-,-,-,-,-,-,-,-,-
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_SymBA+HY_10_Dir_12_L2_drop0.1_S2,0.791719,2.241772,3.912620,0.353428,1.241858,0.019428,0.037163,0.029200,4.103623,1.809526,0.045611,0.287001,0.417136,1.557142
SILVAN_eps0.0005_delta0.05_S2,-,-,-,267.325341,-,-,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S2,-,-,-,-,82.914550,-,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S2,-,-,348.103263,-,-,-,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S2,-,-,-,-,-,5.176832,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S2,-,-,-,-,-,-,2.869596,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S2,-,-,-,-,-,-,-,7.185354,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S2,-,-,-,-,-,-,-,-,-,246.758152,-,-,-,-
SILVAN_eps0.0005_delta0.05_S2,-,-,-,-,-,-,-,-,274.084332,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S2,-,90.323358,-,-,-,-,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S2,-,-,-,-,-,-,-,-,-,-,31.975511,-,-,-
SILVAN_eps0.0005_delta0.05_S2,-,-,-,-,-,-,-,-,-,-,-,-,31.892954,-
SILVAN_eps0.0005_delta0.05_S2,-,-,-,-,-,-,-,-,-,-,-,99.519462,-,-
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_SymBA+HY_10_Dir_12_L2_drop0.1_S3,0.364861,1.026519,1.980580,0.185835,0.562983,0.008103,0.016395,0.013664,1.938303,0.851609,0.022466,0.137302,0.174695,0.803495
SILVAN_eps0.0005_delta0.05_S2,-,-,-,-,-,-,-,-,-,-,-,-,-,260.523221
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_SymBA+HY_10_Dir_12_L2_drop0.1_S1,0.791526,2.250340,3.911483,0.353708,1.238821,0.019506,0.037189,0.029190,4.103625,1.813322,0.045589,0.275681,0.433535,1.559088
SILVAN_eps0.01_delta0.1_S3,32.557947,53.967308,88.951627,20.779177,66.197343,0.485075,2.067677,0.989873,163.850316,79.827628,1.654840,16.916131,27.471315,60.035692
SILVAN_eps0.0005_delta0.05_S3,92.634162,-,-,-,-,-,-,-,-,-,-,-,-,-
SILVAN_eps0.01_delta0.05_S3,37.815391,56.958848,91.826218,19.975497,64.816396,0.622203,1.726359,0.985735,160.565732,83.075372,1.701486,16.621739,31.353210,61.145017
SILVAN_eps0.0005_delta0.05_S3,-,86.580211,-,-,-,-,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S3,-,-,-,270.641752,-,-,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S3,-,-,-,-,79.346866,-,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S3,-,-,344.778313,-,-,-,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S3,-,-,-,-,-,5.131803,-,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S3,-,-,-,-,-,-,3.130623,-,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S3,-,-,-,-,-,-,-,7.134231,-,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S3,-,-,-,-,-,-,-,-,287.341330,-,-,-,-,-
SILVAN_eps0.0005_delta0.05_S3,-,-,-,-,-,-,-,-,-,247.716708,-,-,-,-
SILVAN_eps0.0005_delta0.05_S3,-,-,-,-,-,-,-,-,-,-,31.985814,-,-,-
SILVAN_eps0.0005_delta0.05_S3,-,-,-,-,-,-,-,-,-,-,-,98.535885,-,-
SILVAN_eps0.0005_delta0.05_S3,-,-,-,-,-,-,-,-,-,-,-,-,34.713389,-
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_mNN_12_L2_drop0.3_S2,0.376086,1.069412,2.055732,0.204144,0.583601,0.008788,0.017900,0.014830,2.014158,0.894897,0.024092,0.150234,0.171586,0.843381
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_mNN_12_L2_drop0.3_S1,0.366703,1.025666,1.979929,0.193220,0.561083,0.008115,0.016406,0.013687,1.943669,0.850288,0.022434,0.140429,0.174727,0.799147
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_SymBA+HY_10_Dir_12_L2_drop0.3_S2,0.224477,0.677526,1.209550,0.103064,0.349458,0.006767,0.010527,0.009782,1.208314,0.536612,0.015763,0.080134,0.113832,0.473453
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_mNN_12_L2_drop0.3_S3,0.363386,1.031812,1.984334,0.194061,0.561471,0.008458,0.016566,0.013808,1.941953,0.853812,0.022561,0.140481,0.173639,0.804737
SILVAN_eps0.0005_delta0.05_S3,-,-,-,-,-,-,-,-,-,-,-,-,-,259.515747
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_SymBA+HY_10_Dir_12_L2_drop0.3_S1,0.559242,1.727780,2.819113,0.235483,0.838344,0.013398,0.024251,0.019642,2.807317,1.317890,0.030630,0.193717,0.295208,1.052953
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_SymBA+HY_10_Dir_12_L2_drop0.3_S3,0.773679,2.136231,4.067152,0.417552,1.180898,0.015834,0.028060,0.025771,3.985860,1.761239,0.042781,0.319995,0.382095,1.653610
baseline_degree_mix_mass_1_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S1,0.256663,0.689954,1.262183,0.139977,0.401126,0.006274,0.014364,0.009599,1.251696,0.562216,0.014867,0.104087,0.139358,0.528544
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S2,0.558794,1.729075,2.809705,0.235562,0.852559,0.014074,0.024734,0.019888,2.810446,1.322739,0.030861,0.193821,0.297035,1.052654
baseline_degree_mix_mass_2_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S2,0.485422,1.446206,2.351266,0.202779,0.756654,0.011688,0.022541,0.016699,2.352486,1.113029,0.025747,0.171579,0.261646,0.872389
