Algorithm,amazon,cit-Patents,com-lj,com-youtube,dblp,p2p-Gnutella31,email-EuAll,soc-Epinions1,soc-LiveJournal1,soc-Pokec,soc-Slashdot0902,web-Google,wiki-Talk,wiki-topcats
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1,0.637884,1.974188,3.438683,0.270847,0.968849,0.015504,0.026578,0.022877,3.281656,1.522365,0.036053,0.218731,0.305965,1.244114
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,0.632602,1.889081,3.423812,0.269377,0.971149,0.015192,0.025853,0.022616,3.269598,1.521481,0.035687,0.234730,0.293779,1.238635
baseline_degree_mix_d0d2_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1,0.560226,1.665652,2.970192,0.236897,0.861859,0.01346,0.024294,0.019822,2.818083,1.308820,0.031126,0.195251,0.275297,1.058553
baseline_degree_mix_d0d2_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,0.562537,1.733452,2.971241,0.237636,0.863926,0.0143,0.024784,0.020027,2.829070,1.321480,0.031062,0.195385,0.296088,1.062036
baseline_degree_mix_independent_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,0.559289,1.731377,2.986134,0.235393,0.838000,0.013355,0.024149,0.019628,2.813407,1.302964,0.030596,0.193574,0.270650,1.065639
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,0.894030,2.570331,4.585459,0.401943,1.389440,0.022203,0.039806,0.033683,4.758497,2.098930,0.053084,0.316111,0.447462,1.827858
baseline_degree_mix_d0d2_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3,0.561821,1.733292,2.970258,0.237514,0.860206,0.013754,0.024492,0.019885,2.828933,1.315017,0.031191,0.195497,0.289739,1.062591
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1,0.438555,1.242492,2.432691,0.225290,0.660008,0.010112,0.019114,0.017148,2.372219,1.043557,0.028139,0.168867,0.198878,0.996089
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1,0.563191,1.678350,3.005049,0.237689,0.864892,0.013535,0.024476,0.019871,2.828169,1.325393,0.031031,0.195455,0.274501,1.079398
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1,1.078988,2.976634,6.107331,0.575904,1.669176,0.05541,0.071409,0.144714,6.563067,3.230036,0.092331,0.420186,0.634228,2.461338
baseline_degree_mix_independent_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,3.865034,11.164816,22.058427,1.956063,5.926312,0.101088,0.148422,0.164369,21.984612,9.736881,0.274670,1.333657,1.582447,9.200120
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,0.874864,2.448462,4.798788,0.405066,1.307495,0.025918,0.039041,0.035759,4.578928,2.077951,0.056288,0.289499,0.362662,1.970042
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3,0.859111,2.903436,6.061830,0.616100,1.615970,0.026242,0.038996,0.036996,5.695124,1.950444,0.059400,0.290670,0.374695,2.507385
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L0_drop0.3_S1,3.727989,10.886173,22.523284,1.829744,5.533888,0.129294,0.149797,0.190571,20.821764,9.520542,0.372057,1.300017,1.491988,8.855103
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L0_drop0.3_S1,3.654308,10.544271,25.613417,1.790858,5.460684,0.097101,0.126269,0.158826,20.837144,9.260554,0.267394,1.249864,1.443801,8.800822
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L0_drop0.3_S3,3.650652,11.029547,30.162107,1.785593,5.422913,0.097234,0.125062,0.157860,20.653313,9.228041,0.265159,1.244702,1.418788,8.806119
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L0_drop0.3_S2,5.007894,16.127835,39.603622,1.781153,5.429999,0.096414,0.124789,0.158118,20.652811,9.234323,0.270025,1.245169,1.421450,8.803707
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L0_drop0.3_S3,3.760840,18.967874,51.356483,1.853535,5.639658,0.099695,0.128809,0.163864,23.314547,9.600670,0.275690,1.293503,1.478907,9.140871
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L0_drop0.3_S2,3.653937,10.644102,51.558947,1.791568,5.452756,0.096696,0.125977,0.158631,20.849883,9.264589,0.272684,1.248895,1.434063,8.802847
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L0_drop0.3_S3,3.649795,10.750145,26.523657,1.798350,5.477477,0.097454,0.126933,0.158892,20.820080,9.267775,0.269964,1.259986,1.434759,8.805770
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L0_drop0.3_S2,3.721354,10.564996,21.263030,1.815668,5.563261,0.098232,0.131942,0.159584,20.910608,9.290052,0.267644,1.266571,1.517634,8.835800
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L0_drop0.3_S2,3.647029,10.426082,20.989899,1.775844,5.422025,0.096414,0.123826,0.158206,20.621637,9.240796,0.271518,1.239930,1.420705,8.784381
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L0_drop0.3_S3,3.703570,10.562579,21.255089,1.812399,5.566853,0.099022,0.132274,0.160349,20.900805,9.280100,0.271667,1.266401,1.490823,8.856339
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L1_drop0.3_S3,3.742204,10.789105,21.548788,1.835427,5.595707,0.102849,0.128231,0.161774,21.187741,9.514758,0.274183,1.282162,1.476727,8.987534
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L1_drop0.3_S2,3.747495,10.800273,21.562488,1.829501,5.603706,0.099265,0.129459,0.162450,21.217700,9.518639,0.273425,1.284330,1.467358,9.013248
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L1_drop0.3_S1,3.786511,10.880542,21.699802,1.844136,5.681746,0.099975,0.132562,0.164815,21.325056,9.597818,0.274030,1.315149,1.510922,9.032281
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L1_drop0.3_S1,3.930657,16.252409,38.568596,1.925474,5.892022,0.107141,0.137660,0.170596,34.044714,10.087051,0.283677,1.350010,1.560335,12.597580
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L0_drop0.3_S1,0.705995,2.866800,5.929774,0.568789,1.539200,0.023018,0.033223,0.031294,5.528892,1.850726,0.052045,0.235932,0.291261,1.759942
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L1_drop0.3_S3,3.789577,10.943669,21.702932,1.845416,5.680249,0.101287,0.133139,0.163696,21.343621,9.587024,0.274093,1.301820,1.516483,9.033459
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L1_drop0.3_S1,3.830669,11.001370,25.207447,1.860788,5.742983,0.102696,0.135901,0.164552,21.630497,9.644571,0.274801,1.317467,1.556471,9.057073
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L1_drop0.3_S2,3.826716,10.996549,21.745786,1.855645,5.716501,0.103871,0.134522,0.163374,21.598029,9.625883,0.277920,1.312502,1.529549,9.064330
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L1_drop0.3_S3,3.827698,10.931441,21.749796,1.860377,5.738743,0.10183,0.135844,0.164155,21.615029,9.639475,0.274656,1.331182,1.530361,9.050188
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L1_drop0.3_S1,4.203169,11.429599,22.200266,1.925401,6.037608,0.109156,0.146744,0.167180,22.162843,9.902343,0.284738,1.380661,1.703996,9.182787
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L1_drop0.3_S2,4.000509,13.594607,34.417285,1.930345,6.040718,0.104762,0.147289,0.167391,26.608105,9.874693,0.282214,1.378872,1.671599,9.183096
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L1_drop0.3_S3,4.004501,11.391795,22.207592,1.932465,6.044226,0.10795,0.147905,0.167387,22.195038,9.879333,0.280136,1.380093,1.674997,9.187839
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S1,4.100692,11.715440,23.369112,1.999561,6.168982,0.107282,0.146224,0.176353,23.130016,10.362225,0.296411,1.413077,1.655072,9.785495
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S2,3.868462,11.166498,29.683029,1.880213,5.767112,0.10167,0.134749,0.166684,21.788346,9.798232,0.278337,1.329325,1.553641,9.212961
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L1_drop0.3_S2,3.789962,10.941457,21.703336,1.841726,5.681846,0.10024,0.131923,0.162920,21.344388,9.593785,0.273050,1.301156,1.520404,9.031701
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S1,4.010598,11.452247,22.591124,1.924402,6.011167,0.106021,0.144575,0.169675,22.226305,10.021224,0.283636,1.381372,1.634848,9.309269
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S2,4.000295,11.512046,22.559131,1.927287,5.997332,0.105993,0.144970,0.169330,22.192043,10.024706,0.285139,1.380139,1.659976,9.299522
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S1,1.067746,3.165402,6.204756,0.540737,1.630118,0.029929,0.044979,0.048255,14.144440,2.712088,0.073541,0.362616,0.445238,2.576236
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S3,4.005227,11.451136,22.583056,1.927026,6.023938,0.110037,0.144658,0.169431,22.208123,10.034870,0.289837,1.404068,1.632351,9.306971
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S1,4.319223,12.230211,23.296209,2.042417,6.521698,0.11713,0.164417,0.174897,23.352467,10.495676,0.289644,1.498755,1.875767,9.565944
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S3,4.325812,12.241250,23.322155,2.048656,6.543625,0.111632,0.165071,0.175386,23.400427,10.513131,0.290389,1.500254,1.908893,9.551249
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S2,4.749107,14.055472,25.804854,2.254685,7.386302,0.122865,0.196094,0.193808,26.370848,11.184223,0.315209,1.656103,2.248450,10.348655
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S3,3.868775,11.171207,22.125149,1.879456,5.786183,0.101775,0.134403,0.165961,21.789725,9.793734,0.277682,1.328487,1.550213,9.216368
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S3,4.111749,11.894811,23.266520,1.984890,6.137622,0.107275,0.145941,0.174120,22.945456,10.354710,0.291785,1.417961,1.683691,9.651563
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S3,1.098121,2.975874,5.801015,0.575641,1.677317,0.031853,0.057676,0.047935,5.741612,2.501158,0.072556,0.396560,0.486252,2.553706
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S1,4.255506,12.317556,25.922351,2.027157,6.339585,0.111184,0.155211,0.178008,23.371051,10.597355,0.302184,1.470541,1.783924,9.741655
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S2,4.234056,12.313935,23.690112,2.019169,6.355233,0.108824,0.154481,0.176292,23.362125,10.602248,0.293820,1.468204,1.782393,9.739038
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S1,3.867302,10.976068,22.135396,1.951314,5.791954,0.103359,0.149174,0.169148,21.655597,9.702794,0.287755,1.368497,1.583403,9.263822
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S3,4.232295,12.320418,31.977883,2.018434,6.345893,0.108618,0.153619,0.177051,33.450323,10.592999,0.297155,1.467598,1.742925,10.067036
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S2,4.364205,12.450258,28.060359,2.063307,6.573980,0.113073,0.162755,0.179608,23.771253,10.798690,0.304580,1.515342,1.838159,9.825958
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S2,4.948644,13.972113,25.506319,2.312165,7.529944,0.123878,0.200455,0.190925,25.773393,11.743427,0.313224,1.736172,2.290490,10.276270
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3_osl,0.803000,2.411096,4.426729,0.408126,1.260619,0.024498,0.038317,0.034984,4.388496,2.030209,0.061705,0.291084,0.333092,1.810847
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1_osl,3.869548,11.170082,28.437440,1.878089,5.786369,0.102845,0.139437,0.165264,21.583549,9.730337,0.276418,1.336531,1.590591,9.090776
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2_osl,3.868385,11.175038,25.865293,1.882407,5.806516,0.101775,0.138219,0.165087,21.579196,9.738710,0.275126,1.335738,1.587768,9.088009
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2_osl_nz,3.640862,10.354035,20.974776,1.820200,5.432835,0.096294,0.130570,0.158520,20.492348,9.179175,0.267462,1.273007,1.450985,8.750306
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1_nz,3.680065,10.484741,21.125264,1.835550,5.517895,0.096517,0.130338,0.160357,20.759865,9.296808,0.267503,1.288905,1.467894,8.872061
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1_osl_nz,3.858354,11.150232,22.046003,1.866936,5.769521,0.104269,0.137478,0.164183,21.545186,9.707843,0.275098,1.331958,1.557099,9.094258
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3_osl_nz,3.864790,11.082818,22.025947,1.869655,5.799599,0.102603,0.139977,0.165867,21.554948,9.715517,0.281235,1.347051,1.561080,9.085313
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2_nz,3.866194,11.154919,22.019165,1.866033,5.785046,0.101764,0.137800,0.164544,21.550786,9.720563,0.274774,1.334423,1.582707,9.079361
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S2,4.107093,11.772530,23.239513,1.977071,6.138287,0.108336,0.147374,0.175666,22.932167,10.344752,0.296428,1.416627,1.655316,9.651997
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3_nz,4.093333,11.672227,22.982468,1.984488,6.174866,0.107101,0.150963,0.174237,22.843613,10.232274,0.292684,1.417068,1.707838,9.595256
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S3,0.483117,1.401640,2.688968,0.246719,0.722575,0.025459,0.027205,0.028628,2.660188,1.202534,0.047945,0.199221,0.223035,1.215007
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S1,4.343947,12.478068,24.345500,2.076537,6.507581,0.11433,0.157611,0.182880,24.066611,10.907723,0.304050,1.520987,1.776569,10.069701
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S3,3.921085,11.204359,22.652079,1.949682,5.882644,0.108795,0.143834,0.174138,22.164090,9.924536,0.293127,1.375066,1.586667,9.459406
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S2,4.350917,12.496389,24.380791,2.083701,6.518071,0.119315,0.157488,0.182822,24.108961,10.932128,0.304399,1.531123,1.779368,10.086758
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S3,4.959889,14.144574,25.615081,2.288553,7.552179,0.123863,0.199798,0.191187,25.861282,11.769709,0.312293,1.754564,2.277909,10.287360
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S1,4.555915,13.258819,25.165754,2.143450,6.795287,0.116498,0.169413,0.186173,24.741958,11.287485,0.308587,1.603794,1.910750,10.220066
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S2,4.533451,13.114011,25.126187,2.139914,6.786988,0.11838,0.170357,0.186910,24.719243,11.260184,0.308737,1.581445,1.908928,10.232027
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S1,4.733935,13.513506,25.498965,2.204597,7.135443,0.120446,0.182108,0.189942,25.316019,11.608100,0.313638,1.670229,2.048318,10.345010
ABCDE_Train_S1,24.521453,46.029940,86.108427,10.684109,27.827155,0.442312,-,-,-,-,-,-,-,-
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S3,5.297784,15.227154,27.937288,2.487162,8.113618,0.136676,0.218727,0.214964,29.165519,12.647137,0.349519,1.860819,2.472641,11.448822
ABCDE_Train_S2,25.145887,49.574580,91.347560,10.480867,28.033271,0.433712,-,-,-,-,-,-,-,-
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S2,4.727841,13.509426,25.503814,2.204259,7.130935,0.121299,0.181878,0.190127,25.316880,11.589260,0.320167,1.651202,2.048614,10.359579
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,3.861155,11.100595,22.077344,1.868157,5.773932,0.101345,0.138474,0.164673,21.552873,9.717794,0.275423,1.332768,1.558654,9.101667
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S3,5.565236,15.819104,27.744541,2.517291,8.519048,0.136395,0.232140,0.204525,28.171280,12.949109,0.333956,1.966932,2.650692,10.989699
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3,3.865879,11.089309,22.074106,1.871319,5.791551,0.103149,0.141647,0.167481,21.570161,9.715504,0.275299,1.335371,2.300336,15.338285
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S2,5.566005,15.830924,27.769004,2.528507,8.513398,0.141287,0.234892,0.206013,28.208285,12.983076,0.333587,1.992301,2.660177,10.992118
ABCDE_Train_S3,22.272689,43.502606,87.629127,11.039860,28.011061,0.413311,-,-,-,-,-,-,-,-
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S1,4.958979,14.229441,25.568399,2.298135,7.621347,0.123839,0.199110,0.206027,26.658863,11.735139,0.394179,1.732836,2.326611,10.345310
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S1,5.673564,16.066292,29.050173,2.839322,8.561223,0.217839,0.279530,0.239804,29.548444,13.317145,0.384253,2.061961,2.749311,11.787154
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L0_drop0.3_S1,4.464715,10.464985,21.063809,1.787552,5.441016,0.097085,0.125259,0.158716,20.663363,9.240854,0.266428,1.246828,1.432947,8.792239
baseline_random_6_SF_10_Dir+HY_10_Sym_12_L2_drop0.3_S3,7.166768,11.376692,21.883931,1.906097,5.896656,0.132674,0.186068,0.194542,21.345694,10.317325,0.305054,1.372645,1.775130,8.976251
baseline_random_6_SF_10_Dir+HY_10_Sym_12_L2_drop0.3_S1,10.654550,10.843069,23.766951,1.878182,5.937064,0.106039,0.155621,0.163824,20.665036,9.264198,0.272564,1.339388,1.696733,8.707360
baseline_random_3_SF_10_Dir+HY_10_Sym_12_L2_drop0.3_S3,10.279187,10.903036,21.305567,1.887786,5.909315,0.103609,0.154566,0.164744,21.083335,9.408688,0.276121,1.349409,1.728353,8.845881
baseline_random_3_SF_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,3.587613,10.128864,20.142708,1.795645,5.436603,0.095972,0.137600,0.156424,19.856132,8.869709,0.258888,1.257451,1.496387,8.479240
baseline_random_3_SF_10_Dir+HY_10_Sym_12_L2_drop0.3_S1,3.731578,10.620112,20.795806,1.821287,5.647581,0.101429,0.143614,0.159070,20.425613,9.190700,0.265301,1.300039,1.609889,8.613026
baseline_random_6_SF_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,3.715301,10.333207,20.393683,1.861567,5.653122,0.099272,0.150396,0.159679,20.145421,9.001943,0.270435,1.318521,1.639288,8.584443
baseline_random_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,3.737655,11.436229,22.915961,1.849513,5.937805,0.217517,0.192252,0.201262,20.431034,9.262196,0.392805,1.340804,2.527792,8.771435
baseline_random_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3,3.755418,10.626197,20.808206,1.819988,5.672549,0.098569,0.143979,0.159525,20.422148,9.189648,0.263336,1.300694,1.614777,8.606425
baseline_random_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1,3.867235,10.877302,21.426652,1.898789,5.874987,0.102752,0.154200,0.164961,21.087046,9.406169,0.275467,1.347843,1.724819,8.842840
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1_unshared,1.070960,2.243844,4.507765,0.408739,1.198637,0.022993,0.037031,0.035037,4.417558,1.945829,0.054888,0.284360,0.330165,1.831222
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3_fusioncat_mlp,3.672161,10.454338,21.048354,1.822680,5.498946,0.096235,0.129607,0.158568,20.684418,9.256460,0.266183,1.281078,1.462760,8.828171
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1_fusioncat_mlp,3.867737,11.165965,22.049236,1.875112,5.783614,0.105355,0.138676,0.164862,21.607460,9.726083,0.279449,1.335421,1.592782,9.086358
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2_unshared,3.861913,11.098880,22.033275,1.869960,5.820543,0.101783,0.139088,0.164853,21.554822,9.745907,0.275784,1.351185,1.563649,9.082131
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2_fusionadd,3.866652,11.098427,22.040384,1.867681,5.793478,0.102746,0.139223,0.165979,21.566913,9.714859,0.282509,1.335458,1.561760,9.110514
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3_unshared,4.080516,11.549419,23.137236,2.044918,6.102328,0.110818,0.143135,0.171236,22.735325,10.204009,0.293854,1.442871,1.679818,9.684640
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2_fusioncat_mlp,4.078641,17.442339,32.988572,2.051145,6.102476,0.104707,0.143484,0.171031,25.405785,10.179426,0.294716,1.461377,1.675666,9.689837
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3_fusionadd,4.076016,11.542370,31.250716,2.050384,6.113999,0.103829,0.141159,0.171167,22.719052,10.168047,0.288205,1.441791,1.674537,9.683114
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1_fusionadd,3.865759,11.231027,22.407940,1.896864,5.848579,0.151625,0.171423,0.211164,22.417410,10.866004,0.326864,1.385777,1.636786,9.552527
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,0.399152,1.096135,2.095135,0.207487,0.619862,0.008976,0.017998,0.014682,2.063610,0.892263,0.024064,0.147812,0.198887,0.843807
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,0.407129,1.105923,2.096036,0.206977,0.615231,0.008940,0.017987,0.014664,2.059288,0.893644,0.024071,0.149963,0.200968,0.849658
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,0.396801,1.100540,2.095124,0.200253,0.616798,0.008967,0.017963,0.014657,2.058969,0.896133,0.024210,0.150802,0.195298,0.843956
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,0.449929,1.278843,2.468213,0.230027,0.696458,0.010042,0.019179,0.016910,2.416354,1.045103,0.028091,0.166871,0.212884,0.989332
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,0.453560,1.272223,2.470677,0.230787,0.703438,0.010082,0.019123,0.016870,2.417759,1.053215,0.028103,0.163258,0.214208,0.991421
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,0.459914,1.277160,2.467816,0.231972,0.700348,0.010137,0.019067,0.016878,2.417250,1.044690,0.028054,0.168276,0.213013,0.985737
Original_Murata_SF_S1,0.669793,0.913270,1.373618,0.631164,0.660027,0.636890,0.622719,0.636298,2.327379,1.397394,0.662616,0.689615,0.609821,1.315959
Original_Murata_SF_S2,0.666567,0.915395,1.371502,0.638913,0.663346,0.643758,0.619215,0.634410,2.323817,1.397264,0.664912,0.686130,0.614798,1.311286
