Algorithm,amazon,cit-Patents,com-lj,com-youtube,dblp,p2p-Gnutella31,email-EuAll,soc-Epinions1,soc-LiveJournal1,soc-Pokec,soc-Slashdot0902,web-Google,wiki-Talk,wiki-topcats
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S1,114.7027,206.5225,232.6809,60.4841,212.0075,3.326,13.7360,4.0903,275.6933,95.9283,4.5580,46.4944,124.4490,103.4974
ABCDE_Train_S1,319.7724,590.5393,706.2244,168.8758,586.5668,9.2353,-,-,-,-,-,-,-,-
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S3,114.7027,206.5225,232.6809,60.4841,212.0075,3.326,13.7360,4.0903,275.6933,95.9283,4.5580,46.4944,124.4490,103.4974
ABCDE_Train_S2,319.7724,590.5393,706.2244,168.8758,586.5668,9.2353,-,-,-,-,-,-,-,-
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S2,114.7027,206.5225,232.6809,60.4841,212.0075,3.326,13.7360,4.0903,275.6933,95.9283,4.5580,46.4944,124.4490,103.4974
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,27.5999,49.8504,56.546,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S3,440.1687,782.504,857.2401,232.4322,816.9396,12.7993,53.5360,15.6312,1026.8006,351.8673,17.1791,179.0046,484.1906,382.6264
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3,27.5999,49.8504,56.546,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S2,440.1687,782.504,857.2401,232.4322,816.9396,12.7993,53.5360,15.6312,1026.8006,351.8673,17.1791,179.0046,484.1906,382.6264
ABCDE_Train_S3,319.7724,590.5393,706.2244,168.8758,586.5668,9.2353,-,-,-,-,-,-,-,-
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S1,311.8636,554.0446,606.0577,164.6923,578.9323,9.0698,37.9609,11.0725,726.3576,248.7066,12.1601,126.8477,343.2957,270.5623
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S1,440.1687,782.504,857.2401,232.4322,816.9396,12.7993,53.5360,15.6312,1026.8006,351.8673,17.1791,179.0046,484.1906,382.6264
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L0_drop0.3_S1,8.4692,15.0682,16.5375,4.4718,15.7145,0.2462,1.0291,0.3008,19.7945,6.7900,0.3309,3.4435,9.3082,7.3798
baseline_random_6_SF_10_Dir+HY_10_Sym_12_L2_drop0.3_S3,27.7795,50.0054,56.3107,14.6488,51.3493,0.8056,3.3276,0.9905,66.7330,23.2136,1.1035,11.2610,30.1476,25.0488
baseline_random_6_SF_10_Dir+HY_10_Sym_12_L2_drop0.3_S1,27.7795,50.0054,56.3107,14.6488,51.3493,0.8056,3.3276,0.9905,66.7330,23.2136,1.1035,11.2610,30.1476,25.0488
baseline_random_3_SF_10_Dir+HY_10_Sym_12_L2_drop0.3_S3,27.4704,49.4633,55.735,14.4854,50.7733,0.7965,3.2894,0.9796,66.0349,22.9785,1.0917,11.1349,29.8028,24.7908
baseline_random_3_SF_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,27.4704,49.4633,55.735,14.4854,50.7733,0.7965,3.2894,0.9796,66.0349,22.9785,1.0917,11.1349,29.8028,24.7908
baseline_random_3_SF_10_Dir+HY_10_Sym_12_L2_drop0.3_S1,27.4704,49.4633,55.735,14.4854,50.7733,0.7965,3.2894,0.9796,66.0349,22.9785,1.0917,11.1349,29.8028,24.7908
baseline_random_6_SF_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,27.7795,50.0054,56.3107,14.6488,51.3493,0.8056,3.3276,0.9905,66.7330,23.2136,1.1035,11.2610,30.1476,25.0488
baseline_random_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2,27.4704,49.4633,55.735,14.4854,50.7733,0.7965,3.2894,0.9796,66.0349,22.9785,1.0917,11.1349,29.8028,24.7908
baseline_random_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3,27.4704,49.4633,55.735,14.4854,50.7733,0.7965,3.2894,0.9796,66.0349,22.9785,1.0917,11.1349,29.8028,24.7908
baseline_random_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1,27.4704,49.4633,55.735,14.4854,50.7733,0.7965,3.2894,0.9796,66.0349,22.9785,1.0917,11.1349,29.8028,24.7908
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1_unshared,27.5999,49.8504,56.546,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3_fusioncat_mlp,27.7823,50.1704,56.8858,14.6451,51.3008,0.8051,3.3148,0.9917,67.2373,23.4755,1.1086,11.2528,30.0449,25.2835
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1_fusioncat_mlp,27.7823,50.1704,56.8858,14.6451,51.3008,0.8051,3.3148,0.9917,67.2373,23.4755,1.1086,11.2528,30.0449,25.2835
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2_unshared,27.5999,49.8504,56.546,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2_fusionadd,27.5999,49.8504,56.546,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3_unshared,27.5999,49.8504,56.546,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S2_fusioncat_mlp,27.7823,50.1704,56.8858,14.6451,51.3008,0.8051,3.3148,0.9917,67.2373,23.4755,1.1086,11.2528,30.0449,25.2835
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S3_fusionadd,27.5999,49.8504,56.546,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir+HY_10_Sym_12_L2_drop0.3_S1_fusionadd,27.5999,49.8504,56.546,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,27.7460,50.1602,57.0082,14.6242,51.2152,0.8038,3.3059,0.9907,67.3214,23.5345,1.1089,11.2349,29.9692,25.3307
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,27.7460,50.1602,57.0082,14.6242,51.2152,0.8038,3.3059,0.9907,67.3214,23.5345,1.1089,11.2349,29.9692,25.3307
baseline_degree_mix_mass_4_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,27.7460,50.1602,57.0082,14.6242,51.2152,0.8038,3.3059,0.9907,67.3214,23.5345,1.1089,11.2349,29.9692,25.3307
Original_Murata_SF_S1,101.3535,103.6615,107.9818,100.8003,101.9401,100.2827,100.2750,100.3310,116.0251,107.3828,100.4176,101.0883,100.9907,107.0268
Original_Murata_SF_S2,101.3535,103.6615,107.9818,100.8003,101.9401,100.2827,100.2750,100.3310,116.0251,107.3828,100.4176,101.0883,100.9907,107.0268
Original_Murata_SF_S3,101.3535,103.6615,107.9818,100.8003,101.9401,100.2827,100.2750,100.3310,116.0251,107.3828,100.4176,101.0883,100.9907,107.0268
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L0_drop0.3_S1,8.3231,14.7585,16.0752,4.3962,15.4600,0.2422,1.0154,0.2953,19.2983,6.5922,0.3237,3.3870,9.1804,7.1803
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L0_drop0.3_S1,3.9451,7.0797,7.9194,2.0811,7.2997,0.1145,0.4744,0.1405,9.4093,3.2613,0.1560,1.6005,4.2958,3.5257
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L0_drop0.3_S3,3.9451,7.0797,7.9194,2.0811,7.2997,0.1145,0.4744,0.1405,9.4093,3.2613,0.1560,1.6005,4.2958,3.5257
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L0_drop0.3_S2,8.3231,14.7585,16.0752,4.3962,15.4600,0.2422,1.0154,0.2953,19.2983,6.5922,0.3237,3.3870,9.1804,7.1803
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L0_drop0.3_S3,14.3492,25.3282,27.3015,7.5830,26.6924,0.4179,1.7601,0.5084,32.9103,11.1772,0.5544,5.8460,15.9038,12.2108
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L0_drop0.3_S3,8.3231,14.7585,16.0752,4.3962,15.4600,0.2422,1.0154,0.2953,19.2983,6.5922,0.3237,3.3870,9.1804,7.1803
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L0_drop0.3_S1,14.3492,25.3282,27.3015,7.5830,26.6924,0.4179,1.7601,0.5084,32.9103,11.1772,0.5544,5.8460,15.9038,12.2108
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L0_drop0.3_S2,14.3492,25.3282,27.3015,7.5830,26.6924,0.4179,1.7601,0.5084,32.9103,11.1772,0.5544,5.8460,15.9038,12.2108
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L0_drop0.3_S3,54.9354,96.5151,102.9110,29.0460,102.3432,1.6015,6.7759,1.9434,124.5876,42.0567,2.1084,22.4074,61.1864,46.0915
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L1_drop0.3_S1,8.4493,15.4069,17.8301,4.4491,15.5518,0.2443,0.9959,0.3026,20.9114,7.3809,0.3418,3.4136,9.0391,7.9053
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L1_drop0.3_S1,17.9615,32.3045,36.3106,9.4724,33.2104,0.5210,2.1538,0.6403,43.0618,14.9645,0.7127,7.2827,19.5109,16.1558
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L1_drop0.3_S2,8.4493,15.4069,17.8301,4.4491,15.5518,0.2443,0.9959,0.3026,20.9114,7.3809,0.3418,3.4136,9.0391,7.9053
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L1_drop0.3_S3,17.9615,32.3045,36.3106,9.4724,33.2104,0.5210,2.1538,0.6403,43.0618,14.9645,0.7127,7.2827,19.5109,16.1558
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L1_drop0.3_S1,31.0447,55.4656,61.4437,16.3842,57.5252,0.9017,3.7531,1.1043,73.2785,25.2650,1.2202,12.6089,33.9670,27.3872
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L1_drop0.3_S2,31.0447,55.4656,61.4437,16.3842,57.5252,0.9017,3.7531,1.1043,73.2785,25.2650,1.2202,12.6089,33.9670,27.3872
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L1_drop0.3_S3,31.0447,55.4656,61.4437,16.3842,57.5252,0.9017,3.7531,1.1043,73.2785,25.2650,1.2202,12.6089,33.9670,27.3872
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L0_drop0.3_S1,54.9354,96.5151,102.9110,29.0460,102.3432,1.6015,6.7759,1.9434,124.5876,42.0567,2.1084,22.4074,61.1864,46.0915
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L1_drop0.3_S1,119.0880,210.7448,228.5021,62.9160,221.3469,3.4663,14.5634,4.2228,274.8091,93.6371,4.6178,48.4859,131.6339,102.1235
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L1_drop0.3_S2,119.0880,210.7448,228.5021,62.9160,221.3469,3.4663,14.5634,4.2228,274.8091,93.6371,4.6178,48.4859,131.6339,102.1235
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L0_drop0.3_S2,54.9354,96.5151,102.9110,29.0460,102.3432,1.6015,6.7759,1.9434,124.5876,42.0567,2.1084,22.4074,61.1864,46.0915
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L1_drop0.3_S3,119.0880,210.7448,228.5021,62.9160,221.3469,3.4663,14.5634,4.2228,274.8091,93.6371,4.6178,48.4859,131.6339,102.1235
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L1_drop0.3_S2,17.9615,32.3045,36.3106,9.4724,33.2104,0.5210,2.1538,0.6403,43.0618,14.9645,0.7127,7.2827,19.5109,16.1558
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S3,12.9534,23.7341,27.7409,6.8171,23.8039,0.3741,1.5174,0.4646,32.4135,11.5005,0.5276,5.2267,13.7823,12.2850
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S2,12.9534,23.7341,27.7409,6.8171,23.8039,0.3741,1.5174,0.4646,32.4135,11.5005,0.5276,5.2267,13.7823,12.2850
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L1_drop0.3_S3,8.4493,15.4069,17.8301,4.4491,15.5518,0.2443,0.9959,0.3026,20.9114,7.3809,0.3418,3.4136,9.0391,7.9053
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S1,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S3,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.3_S2,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S2,47.7402,85.6030,95.5859,25.1855,88.3579,1.3856,5.7461,1.7001,113.6468,39.3529,1.8861,19.3719,52.0302,42.5636
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L0_drop0.3_S2,3.9451,7.0797,7.9194,2.0811,7.2997,0.1145,0.4744,0.1405,9.4093,3.2613,0.1560,1.6005,4.2958,3.5257
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S1,183.2406,324.9745,354.0933,96.7860,340.3505,5.3311,22.3510,6.5022,425.0306,145.2175,7.1273,74.5643,202.0814,158.1555
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S2,183.2406,324.9745,354.0933,96.7860,340.3505,5.3311,22.3510,6.5022,425.0306,145.2175,7.1273,74.5643,202.0814,158.1555
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L2_drop0.3_S3,183.2406,324.9745,354.0933,96.7860,340.3505,5.3311,22.3510,6.5022,425.0306,145.2175,7.1273,74.5643,202.0814,158.1555
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L2_drop0.3_S1,12.9534,23.7341,27.7409,6.8171,23.8039,0.3741,1.5174,0.4646,32.4135,11.5005,0.5276,5.2267,13.7823,12.2850
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S1,21.9617,40.3884,47.5624,11.5532,40.3082,0.6338,2.5603,0.7887,55.4177,19.7397,0.8991,8.8528,23.2688,21.0443
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S2,21.9617,40.3884,47.5624,11.5532,40.3082,0.6338,2.5603,0.7887,55.4177,19.7397,0.8991,8.8528,23.2688,21.0443
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_drop0.3_S3,21.9617,40.3884,47.5624,11.5532,40.3082,0.6338,2.5603,0.7887,55.4177,19.7397,0.8991,8.8528,23.2688,21.0443
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S2,46.8766,84.9424,97.0168,24.7010,86.4615,1.3573,5.5691,1.6751,114.3522,40.0812,1.8796,18.9698,50.5025,43.0821
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S1,81.1312,145.8778,163.8703,42.7879,150.0235,2.3533,9.7321,2.8918,194.3832,67.5287,3.2178,32.8979,88.1565,72.9165
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S2,81.1312,145.8778,163.8703,42.7879,150.0235,2.3533,9.7321,2.8918,194.3832,67.5287,3.2178,32.8979,88.1565,72.9165
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S3,47.7402,85.6030,95.5859,25.1855,88.3579,1.3856,5.7461,1.7001,113.6468,39.3529,1.8861,19.3719,52.0302,42.5636
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S3,46.8766,84.9424,97.0168,24.7010,86.4615,1.3573,5.5691,1.6751,114.3522,40.0812,1.8796,18.9698,50.5025,43.0821
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_drop0.3_S3,81.1312,145.8778,163.8703,42.7879,150.0235,2.3533,9.7321,2.8918,194.3832,67.5287,3.2178,32.8979,88.1565,72.9165
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L2_drop0.3_S1,47.7402,85.6030,95.5859,25.1855,88.3579,1.3856,5.7461,1.7001,113.6468,39.3529,1.8861,19.3719,52.0302,42.5636
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S1,311.5457,553.4338,605.2757,164.5259,578.3578,9.0607,37.9261,11.0609,725.4737,248.3782,12.1463,126.7211,342.9763,270.2196
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S1,30.9701,57.0427,67.3839,16.2892,56.8124,0.8935,3.6033,1.1127,78.4220,27.9789,1.2706,12.4790,32.7553,29.8036
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_drop0.3_S1,46.8766,84.9424,97.0168,24.7010,86.4615,1.3573,5.5691,1.6751,114.3522,40.0812,1.8796,18.9698,50.5025,43.0821
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S2,311.5457,553.4338,605.2757,164.5259,578.3578,9.0607,37.9261,11.0609,725.4737,248.3782,12.1463,126.7211,342.9763,270.2196
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S3,66.1534,120.0343,137.4875,34.8534,121.9622,1.9149,7.8460,2.3650,161.8791,56.8257,2.6576,26.7612,71.1635,61.0330
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S2,66.1534,120.0343,137.4875,34.8534,121.9622,1.9149,7.8460,2.3650,161.8791,56.8257,2.6576,26.7612,71.1635,61.0330
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S1,114.5222,206.1526,232.1547,60.3904,211.6890,3.3209,13.7180,4.0836,275.1196,95.7044,4.5495,46.4238,124.2829,103.2693
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L6_drop0.3_S1,66.1534,120.0343,137.4875,34.8534,121.9622,1.9149,7.8460,2.3650,161.8791,56.8257,2.6576,26.7612,71.1635,61.0330
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S2,114.5222,206.1526,232.1547,60.3904,211.6890,3.3209,13.7180,4.0836,275.1196,95.7044,4.5495,46.4238,124.2829,103.2693
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_16_L6_drop0.3_S3,114.5222,206.1526,232.1547,60.3904,211.6890,3.3209,13.7180,4.0836,275.1196,95.7044,4.5495,46.4238,124.2829,103.2693
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S3,439.8509,781.8931,856.4580,232.2659,816.3651,12.7903,53.5012,15.6196,1025.9167,351.5389,17.1653,178.8780,483.8713,382.2836
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.0_S1,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S1,439.8509,781.8931,856.4580,232.2659,816.3651,12.7903,53.5012,15.6196,1025.9167,351.5389,17.1653,178.8780,483.8713,382.2836
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_drop0.3_S3,311.5457,553.4338,605.2757,164.5259,578.3578,9.0607,37.9261,11.0609,725.4737,248.3782,12.1463,126.7211,342.9763,270.2196
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.0_S2,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S1,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.2_S1,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S2,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.2_S2,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_8_L6_drop0.3_S2,30.9701,57.0427,67.3839,16.2892,56.8124,0.8935,3.6033,1.1127,78.4220,27.9789,1.2706,12.4790,32.7553,29.8036
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.5_S2,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.2_S3,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.4_S2,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.0_S3,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_32_L6_drop0.3_S2,439.8509,781.8931,856.4580,232.2659,816.3651,12.7903,53.5012,15.6196,1025.9167,351.5389,17.1653,178.8780,483.8713,382.2836
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.4_S3,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.4_S1,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
baseline_degree_mix_mass_3_SF_10_Dir+SF_10_Sym+HY_10_Dir_12_L2_drop0.1_S3,27.5999,49.8504,56.5460,14.5486,50.9607,0.7997,3.2923,0.9852,66.8252,23.3367,1.1016,11.1784,29.8414,25.1312
